龙肝麟脯	lóng gān lín fǔ
十恶不赦	shí è bù shè
十冬腊月	shí dōng là yuè
十荡十决	shí dàng shí jué
十成九稳	shí chéng jiǔ wěn
十步之内，自有芳草	shí bù zhī nèi，zì yǒu fāng cǎo
十步之内，必有芳草	shí bù zhī nèi，bì yǒu fāng cǎo
十步香草	shí bù xiāng cǎo
十步九回头	shí bù jiǔ huí tóu
十步芳草	shí bù fāng cǎo
十不当一	shí bù dāng yī
十病九痛	shí bìng jiǔ tòng
十变五化	shí biàn wǔ huà
狮子大开口	shī zī dà kāi kǒu
狮子搏兔，亦用全力	shī zǐ bó tù，yì yòng quán lì
狮象搏兔，皆用全力	shī xiàng bó tù，jiē yòng quán lì
狮威胜虎	shī wēi shèng hǔ
狮虎当道	shī hǔ dāng dào
施朱傅粉	shī zhū fù fěn
施仁布泽	shī rén bù zé
施仁布恩	shī rén bù ēn
施仁布德	shī rén bù dé
施谋用智	shī móu yòng zhì
施谋用计	shī móu yòng jì
施谋设计	shī móu shè jì
施命发号	shī mìng fā hào
施衿结褵	shī jīn jié lí
施号发令	shī hào fā lìng
施绯拖绿	shī fēi tuō lǜ
施而不费	shī ér bù fèi
施恩望报	shī ēn wàng bào
施恩布德	shī ēn bù dé
施丹傅粉	shī dān fù fěn
施不望报	shī bù wàng bào
诗中有画	shī zhōng yǒu huà
诗云子曰	shī yún zǐ yuē
诗以言志	shī yǐ yán zhì
诗以道志	shī yǐ dào zhì
诗书礼乐	shī shū lǐ yuè
诗书发冢	shī shū fà zhǒng
诗情画意	shī qíng huà yì
诗朋酒友	shī péng jiǔ yǒu
诗朋酒侣	shī péng jiǔ lǚ
诗朋酒侪	shī péng jiǔ chái
诗礼之训	shī lǐ zhī xùn
诗礼之家	shī lǐ zhī jiā
诗礼人家	shī lǐ rén jiā
诗礼发冢	shī lǐ fā zhǒng
诗礼传家	shī lǐ chuán jiā
诗酒风流	shī jiǔ fēng liú
诗家三昧	shī jiā sān mèi
诗词歌赋	shī cí gē fù
诗肠鼓吹	shī chá gǔ chuì
虱胫虮肝	shī jìng jī gān
虱多不痒	shī duō bù yǎng
虱处裈中	shī chǔ kūn zhōng
师直为壮	shī zhí wéi zhuàng
师严道尊	shī yán dào zūn
师心自用	shī xīn zì yòng
师心自是	shī xīn zì shì
师老民困	shī lǎo mín kùn
师老兵疲	shī lǎo bīng pí
师道尊严	shī dào zūn yán
师出有名	shī chū yǒu míng
师出无名	shī chū wú míng
失足落水	shī zú luò shuǐ
失诸交臂	shī zhū jiāo bì
失之千里，差若毫厘	shī zhī qiān lǐ，chà ruò háo lí
失之交臂	shī zhī jiāo bì
失之毫厘，谬以千里	shī zhī háo lí，miù yǐ qiān lǐ
失之毫厘，差之千里	shī zhī háo lí，chà zhī qiān lǐ
失之毫厘，差以千里	shī zhī háo lí，chà yǐ qiān lǐ
失之东隅，收之桑榆	shī zhī dōng yú，shōu zhī sāng yú
失张失智	shī zhāng shī zhì
失张失致	sh zhng sh zhì
失张失志	sh zhng sh zhì
失张冒势	shī zhāng mào shì
失时落势	shī shí luò shì
失神丧魄	shī shén sàng pò
失马亡羊	shī mǎ wáng yáng
失马塞翁	shī mǎ sài wēng
失林之鸟	shī lín zhī niǎo
失精落彩	shī jīng luò cǎi
失惊倒怪	shī jīng dǎo guài
失惊打怪	shī jīng dǎ guài
失魂丧魄	shī hún sàng pò
失魂丧胆	shī hún sàng dǎn
失魂落魄	shī hún luò pò
失魂荡魄	shī hún dàng pò
失而复得	shī ér fù dé
失败者成功之母	shī bài zhě chéng gōng zhī mǔ
失败是成功之母	shī bài shì chéng gōng zhī mǔ
失败乃成功之母	shī bài nǎi chéng gōng zhī mǔ
尸位素餐	shī wèi sù cān
尸位病民	shī wèi bìng mín
尸山血海	shī shān xuè hǎi
尸禄素食	shī lù sù shí
尸禄素餐	shī lù sù cān
尸禄害政	shī lù hài zhèng
尸利素餐	shī lì sù cān
尸居余气	shī jū yú qì
尸居龙见	shī jū lóng xiàn
尸鸠之仁	shī jiū zhī rén
尸鸠之平	shī jiū zhī píng
尸横遍野	shī héng biàn yě
剩汤腊水	shèng tāng là shuǐ
剩水残山	shèng shuǐ cán shān
剩山残水	shèng shān cán shuǐ
剩蕊残葩	shèng ruǐ cán pā
剩馥残膏	shèng fù cán gāo
剩菜残羹	shèng cài cán gēng
盛筵易散	shèng yán yì sàn
盛筵难再	shèng yán nán zài
盛筵必散	shèng yán bì sàn
盛衰兴废	shèng shuāi xīng fèi
盛衰相乘	shèng shuāi xiāng chéng
盛衰荣辱	shèng shuāi róng rǔ
盛衰利害	shèng shuāi lì hài
盛暑祁寒	shèng shǔ qí hán
盛食厉兵	shèng shí lì bīng
盛情难却	shèng qíng nán què
盛气凌人	shèng qì líng rén
盛气临人	shèng qì lín rén
盛名之下，其实难副	shèng míng zhī xià，qí shí nán fù
盛名难副	shèng míng nán fù
盛况空前	shèng kuàng kōng qián
盛极一时	shèng jí yī shí
盛极必衰	shèng jí bì shuāi
盛德遗范	shèng dé yí fàn
盛德不泯	shèng dé bù mǐn
盛不忘衰	shèng bù wàng shuāi
盛必虑衰	shèng bì lǜ shuāi
圣主垂衣	shèng zhǔ chuí yī
圣神文武	shèng shén wén wǔ
圣人忘情	shèng rén wàng qíng
圣君贤相	shèng jīng xián xiàng
圣经贤传	shèng jīng xián zhuàn
圣帝明王	shèng dì míng wáng
胜友如云	shèng yǒu rú yún
胜任愉快	shèng rèn yú kuài
胜人一筹	shèng rén yī chóu
胜负兵家之常	shèng fù bīng jiā zhī cháng
胜负兵家常势	shèng fù bīng jiā cháng shì
胜残去杀	shèng cán qù shā
胜不骄，败不馁	shèng bù jiāo，bài bù něi
胜败乃兵家常事	shèng bài nǎi bīng jiā cháng shì
省欲去奢	shěng yù qù shē
省油灯	shěng yóu dēng
省用足财	shěng yòng zú cái
省役薄赋	shěng yì bó fù
省衣节食	shěng yī jié shí
省刑薄敛	shěng xíng bó liǎn
省事宁人	shěng shì níng rén
省愆寡过	shěng qiān guǎ guò
省烦从简	shěng fán cóng jiǎn
省吃细用	shěng chī xì yòng
省吃节用	shěng chī jié yòng
省吃俭用	shěng chī jiǎn yòng
绳之以法	shéng zhī yǐ fǎ
绳一戒百	shéng yī jiè bǎi
绳先启后	shéng xiān qǐ hòu
绳枢之子	shéng shū zhī zǐ
绳枢之士	shéng shū zhī shì
绳枢瓮牖	shéng shū wèng yǒu
绳趋尺步	shéng qū chǐ mù
绳愆纠违	shéng qiān jiū wéi
绳愆纠缪	sheng qian jiu miu
绳愆纠谬	shéng qiān jiū miù
绳其祖武	shéng qí zǔ wǔ
绳墨之言	shéng mò zhī yán
绳捆索绑	shéng kǔn suǒ bǎng
绳厥祖武	shéng jué zǔ wǔ
绳锯木断	shéng jù mù duàn
绳床瓦灶	shéng chuáng wǎ zào
鼪鼬之径	shēng yòu zhī jìng
鼪鼯之径	wéi wú zhī jìng
笙磬同音	shēng qìng tóng yīn
笙歌鼎沸	shēng gē dǐng fèi
声罪致讨	shēng zuì zhì tǎo
声振林木	shēng zhèn lín mù
声振寰宇	shēng zhèn huán yǔ
声张势厉	shēng zhāng shì lì
声誉十倍	shēng yù shí bèi
声誉鹊起	shēng yù què qǐ
声誉大振	shēng yù dà zhèn
声应气求	shēng yìng qì qiú
声音笑貌	shēng yīn xiào mào
声销迹灭	shēng xiāo jì miè
声希味淡	shēng xī wèi dàn
声闻过实	shēng wén guò shí
声闻过情	shēng wén guò qíng
声威大震	shēng wēi dà zhèn
声吞气忍	shēng tūn qì rěn
声嘶力竭	shēng sī lì jié
声势熏灼	shēng shì xūn zhuó
声势烜赫	shēng shì xuǎn hè
声势汹汹	shēng shì xiōng xiōng
声势赫奕	shēng shì hè yì
声势浩大	shēng shì hào dà
声生势长	shēng shēng shì zhǎng
声色犬马	shēng sè quǎn mǎ
声色俱厉	shēng sè jù lì
声色货利	shēng sè huò lì
声色狗马	shēng sè gǒu mǎ
声色不动	shēng sè bù dòng
声色并厉	shēng sè bìng lì
声入心通	shēng rù xīn tōng
声如洪钟	shēng rú hóng zhōng
声求气应	shēng qiú qì yìng
声情并茂	shēng qíng bìng mào
声气相投	shēng qì xiāng tóu
声气相求	shēng qì xiāng qiú
声名烜赫	shēng míng xuǎn hè
声名鹊起	shēng míng què qǐ
声名狼藉	shēng míng láng jí
声名狼籍	shēng míng láng jí
声名藉甚	shēng míng jí shèn
声名赫奕	shēng míng hè yì
声名大噪	shēng míng dà zào
声泪俱下	shēng lèi jù xià
声泪俱发	shēng lèi jù fā
声价十倍	shēng jià shí bèi
声价倍增	shēng jià bèi zēng
声价百倍	shēng jià bǎi bèi
声华行实	shēng huá xíng shí
声动梁尘	shēng dòng liáng chén
声东击西	shēng dōng jī xī
声驰千里	shēng chí qiān lǐ
生子当如孙仲谋	shēng zǐ dāng rú sūn zhòng móu
生拽活拖	shēng zhuài huó tuō
生众食寡	shēng zhòng shí guǎ
生知安行	shēng zhī ān xíng
生张熟魏	shēng zhāng shú wèi
生于忧患而死于安乐	shēng yú yōu huàn ér sǐ yú ān lè
生意盎然	shēng yì àng rán
生妖作怪	shēng yāo zuò guài
生息蕃庶	shēng xī fān shù
生我劬劳	shēng wǒ qú láo
生拖死拽	shēng tuō sǐ zhuāi
生吞活夺	shēng tūn huó duó
生吞活剥	shēng tūn huó bō
生同衾，死同穴	shēng tóng qīn，sǐ tóng xué
生死醉梦	shēng sǐ zuì mèng
生死之交	shēng sǐ zhī jiāo
生死与共	shēng sǐ yǔ gòng
生死予夺	shēng sǐ yǔ duó
生死有命	shēng sǐ yǒu mìng
生死攸关	shēng sǐ yōu guān
生死永别	shēng sǐ yǒng bié
生死相依	shēng sǐ xiāng yī
生死无贰	shēng sǐ wú èr
生死未卜	shēng sǐ wèi bǔ
生死肉骨	shēng sǐ ròu gǔ
生死荣辱	shēng sǐ róng rǔ
生死轮回	shēng sǐ lún huí
生死苦海	shēng sǐ kǔ hǎi
生死关头	shēng sǐ guān tóu
生死骨肉	shēng sǐ gǔ ròu
生死存亡	shēng sǐ cún wáng
生死长夜	shēng sǐ cháng yè
生死不渝	shēng sǐ bù yú
生死不易	shēng sǐ bù yì
生手生脚	shēng shǒu shēng jiǎo
生事微渺	shēng shì wēi miǎo
生事扰民	shēng shì rǎo mín
生生死死	shēng shēng sǐ sǐ
生生世世	shēng shēng shì shì
生上起下	shēng shàng qǐ xià
生杀之权	shēng shā zhī quán
生杀与夺	shēng shā yǔ duó
生杀予夺	shēng shā yǔ duó
生桑之梦	shēng sāng zhī mèng
生肉枯骨	shēng ròu kū gǔ
生荣亡哀	shēng róng wáng āi
生荣死哀	shēng róng sǐ āi
生荣没哀	shēng róng mò āi
生人涂炭	shēng rén tú tàn
生情见景	shēng qíng jiàn jǐng
生擒活捉	shēng qín huó zhuō
生擒活拿	shēng qín huó ná
生气勃勃	shēng qì bó bó
生拼硬凑	shēng pīn yìng còu
生男育女	shēng nán yù nǚ
生民涂炭	shēng mín tú tàn
生米做成熟饭	shēng mǐ zuò chéng shú fàn
生米作成熟饭	shēng mǐ zuò chéng shú fàn
生米煮成熟饭	shēng mǐ zhǔ chéng shú fàn
生龙活现	shēng lóng huó xiàn
生龙活虎	shēng lóng huó hǔ
生灵涂炭	shēng líng tú tàn
生灵涂地	shēng líng tú dì
生力军	shēng lì jūn
生离死绝	shēng lí sǐ jué
生离死别	shēng lí sǐ bié
生老病死	shēng lǎo bìng sǐ
生来死去	shēng lái sǐ qù
生拉硬拽	shēng lā yìng zhuài
生拉硬扯	shēng lā yìng chě
生拉活扯	shēng lā huó chě
生聚教养	shēng jù jiào yǎng
生聚教训	shēng jù jiào xùn
生寄死归	shēng jì sǐ guī
生机勃勃	shēng jī bó bó
生机盎然	shēng jī àng rán
生花之笔	shēng huā zhī bǐ
生花妙语	shēng huā miào yǔ
生花妙笔	shēng huā miào bǐ
生关死劫	shēng guān sǐ jié
生功止过	shēng gōng zhǐ guò
生公说法，顽石点头	shēng gōng shuō fǎ，wán shí diǎn tóu
生佛万家	shēng fó wàn jiā
生非作歹	shēng fēi zuò dǎi
生发未燥	shēng fà wèi zào
生而知之	shēng ér zhī zhī
生儿育女	shēng ér yù nǚ
生夺硬抢	shēng duó yìng qiǎng
生栋覆屋	shēng dòng fù wū
生动活泼	shēng dòng huó pō
生旦净丑	shēng dàn jìng chǒu
生齿日繁	shēng chǐ rì fán
生炒热卖	shēng chǎo rè mài
生财之道	shēng cái zhī dào
生财有道	shēng cái yǒu dào
生不遇时	shēng bù yù shí
生不如死	shēng bù rú sǐ
生不逢时	shēng bù féng shí
生不逢辰	shēng bù féng chén
生不逢场	shēng bù féng cháng
生别死离	shēng bié sǐ lí
生搬硬套	shēng bān yìng tào
升天入地	shēng tiān rù dì
升堂入室	shēng táng rù shì
升堂拜母	shēng táng bài mǔ
升山采珠	shēng shān cǎi zhū
升迁荣辱	shēng qiān róng rǔ
升官发财	shēng guān fā cái
升高自下	shēng gāo zì xià
升斗小民	shēng dǒu xiǎo mín
升沉荣辱	shēng chén róng rǔ
蜃楼山市	shèn lóu shān shì
蜃楼海市	shèn lóu hǎi shì
慎重其事	shèn zhòng qí shì
慎终追远	shèn zhōng zhuī yuǎn
慎终于始	shèn zhōng yú shǐ
慎终思远	shèn zhōng sī yuǎn
慎终若始	shèn zhōng ruò shǐ
慎终如始	shèn zhōng rú shǐ
慎终如初	shèn zhōng rú chū
慎终承始	shèn zhōng chéng shǐ
慎言慎行	shèn yán shèn xíng
慎小事微	shèn xiǎo shì wēi
慎小谨微	shèn xiǎo jǐn wēi
慎身修永	shèn shēn xiū yǒng
慎防杜渐	shèn fáng dù jiàn
甚嚣尘上	shèn xiāo chén shàng
审时度势	shěn shí duó shì
审时定势	shěn shí dìng shì
审慎行事	shěn shèn xíng shì
审慎从事	shěn shèn cóng shì
审曲面势	shěn qǔ miàn shì
审己度人	shěn jǐ dù rén
审几度势	shěn jǐ dù shì
沈腰潘鬓	shěn yāo pān bìn
沈诗任笔	shěn shī rèn bǐ
神醉心往	shén zuì xīn wǎng
神州陆沉	shén zhōu lù chén
神州华胄	shén zhōu huá zhòu
神州赤县	shén zhōu chì xiàn
神智不清	shén zhì bù qīng
神志不清	shén zhì bù qīng
神至之笔	shén zhì zhī bǐ
神湛骨寒	shén zhàn gǔ hán
神憎鬼厌	shén zēng guǐ yàn
神运鬼输	shén yùn guǐ shū
神郁气悴	shén yù qì cuì
神意自若	shén yì zì ruò
神怿气愉	shén yì qì yú
神怡心醉	shén yí xīn zuì
神怡心旷	shén yí xīn kuàng
神摇意夺	shén yáo yì duó
神摇目眩	shén yáo mù xuàn
神摇目夺	shén yáo mù duó
神摇魂荡	shén yáo hún dàng
神霄绛阙	shén xiāo jiàng què
神闲气静	shén xián qì jìng
神闲气定	shén xián qì dìng
神仙中人	shén xiān zhōng rén
神武挂冠	shén wǔ guà guàn
神往心醉	shén wǎng xīn zuì
神往神来	shén wǎng shén lái
神完守固	shén wán shǒu gù
神完气足	shén wán qì zú
神荼郁垒	shén shū yù lěi
神头鬼面	shén tóu guǐ miàn
神头鬼脸	shén tóu guǐ liǎn
神通广大	shén tōng guǎng dà
神态自若	shén tài zì ruò
神算妙计	shén suàn miào jì
神竦心惕	shén sǒng xīn tì
神思恍惚	shén sī huǎng hū
神术妙计	shén shù miào jì
神术妙法	shén shù miào fǎ
神术妙策	shén shù miào cè
神输鬼运	shén shū guǐ yùn
神逝魄夺	shén shì pò duó
神使鬼差	shén shǐ guǐ chà
神施鬼设	shén shī guǐ shè
神圣工巧	shén shèng gōng qiǎo
神色自若	shén sè zì ruò
神色自如	shén sè zì rú
神色自得	shén sè zì dé
神色怡然	shén sè yí rán
神色不挠	shén sè bù náo
神色不惊	shén sè bù jīng
神色不动	shén sè bù dòng
神丧胆落	shén sàng dǎn luò
神融气泰	shén róng qì tai
神人鉴知	shén rén jiàn zhī
神人共悦	shén rén gòng yuè
神区鬼奥	shén qū guǐ ào
神情自若	shén qíng zì ruò
神情恍惚	shén qíng huǎng hū
神情不属	shén qíng bù shǔ
神清气正	shén qīng qì zhèng
神清气爽	shén qīng qì shuǎng
神清气全	shén qīng qì quán
神清气茂	shén qīng qì mào
神清气朗	shén qīng qì lǎng
神清骨秀	shén qīng gǔ xiù
神枪手	shén qiāng shǒu
神牵鬼制	shén qiān guǐ zhì
神气自若	shén qì zì ruò
神气十足	shén qì shí zú
神气活现	shén qì huó xiàn
神女生涯	shén nǚ shēng yá
神怒天诛	shén nù tiān zhū
神怒人怨	shén nù rén yuàn
神怒人弃	shén nù rén qì
神怒民怨	shén nù mín yuàn
神怒民痛	shén nù mín tòng
神怒鬼怨	shén nù guǐ yuàn
神目如电	shén mù rú diàn
神谋魔道	shén móu mó dào
神谋妙算	shén móu miào suàn
神谋妙策	shén móu miào cè
神谟远算	shén mó yuǎn suàn
神谟庙算	shén mó miào suàn
神灭形消	shén miè xíng xiāo
神秘莫测	shén mì mò cè
神迷意夺	shén mí yì duó
神眉鬼眼	shén méi guǐ yǎn
神眉鬼道	shén méi guǐ dào
神龙失势	shén lóng shī shì
神龙马壮	shén lóng mǎ zhuàng
神龙见首不见尾	shén lóng jiàn shǒu bù jiàn wěi
神流气鬯	shén liú qì chàng
神领意造	shén lǐng yì zào
神领意得	shén lǐng yì dé
神劳形瘁	shén láo xíng cuì
神籁自韵	shén lài zì yùn
神来之笔	shén lái zhī bǐ
神来气旺	shén lái qì wàng
神惊鬼怕	shén jīng guǐ pà
神经过敏	shén jīng guò mǐn
神经错乱	shén jīng cuò luàn
神焦鬼烂	shén jiāo guǐ làn
神交已久	shén jiāo yǐ jiǔ
神奸巨猾	shén jiān jù huá
神奸巨蠹	shén jiān jù dù
神骥出枥	shén jì chū lì
神机莫测	shén jī mò cè
神机妙用	shén jī miào yòng
神机妙算	shén jī miào suàn
神机妙术	shén jī miào shù
神机妙策	shén jī miào cè
神机鬼械	shén jī guǐ xiè
神魂摇荡	shén hún yáo dàng
神魂失据	shén hún shī jù
神魂飘荡	shén hún piāo dàng
神魂撩乱	shén hún liáo luàn
神魂飞越	shén hún fēi yuè
神魂颠倒	shén hún diān dǎo
神魂荡扬	shén hún dàng yáng
神昏意乱	shén hūn yì luàn
神会心融	shén huì xīn róng
神会心契	shén huì xīn qì
神哗鬼叫	shén huá guǐ jiào
神乎其神	shén hū qí shén
神乎其技	shén hū qí jì
神号鬼泣	shén hào guǐ qì
神号鬼哭	shén háo guǐ kū
神嚎鬼哭	shén háo guǐ kū
神鬼难测	shén guǐ nán cè
神鬼莫测	shén guǐ mò cè
神鬼不测	shén guǐ bù cè
神功圣化	shén gōng shèng huà
神工意匠	shén gōng yì jiàng
神工天巧	shén gōng tiān qiǎo
神工妙力	shén gōng miào lì
神工鬼力	shén gōng guǐ lì
神工鬼斧	shén gōng guǐ fǔ
神分志夺	shén fēn zhì duó
神飞色舞	shén fēi sè wǔ
神飞色动	shén fēi sè dòng
神飞气扬	shén fēi qì yáng
神而明之，存乎其人	shén ér míng zhī，cún hū qí rén
神短气浮	shén duǎn qì fú
神动色飞	shén dòng sè fēi
神道设教	shén dào shè jiào
神到之笔	shén dào zhī bǐ
神出鬼行	shén chū guǐ xíng
神出鬼入	shén chū guǐ rù
神出鬼没	shén chū guǐ mò
神愁鬼哭	shén chóu guǐ kū
神抶电击	shén chì diàn jī
神驰力困	shén chí lì kùn
神超形越	shén chāo xíng yuè
神差鬼使	shén chāi guǐ shǐ
神差鬼遣	shén chà guǐ qiǎn
神藏鬼伏	shén cáng guǐ fú
神彩奕奕	shén cǎi yì yì
神彩飞扬	shén cǎi fēi yáng
神采英拔	shén cǎi yīng bá
神采奕奕	shén cǎi yì yì
神采奕然	shén cǎi yì rán
神采焕然	shén cǎi huàn rán
神采焕发	shén cǎi huàn fā
神采飞扬	shén cǎi fēi yáng
神不主体	shén bù zhǔ tǐ
神不知鬼不晓	shén bù zhī guǐ bù xiǎo
神不知鬼不觉	shén bù zhī guǐ bù jué
神不守舍	shén bù shǒu shè
神不收舍	shén bù shōu shě
神不附体	shén bù fù tǐ
神兵天将	shén bīng tiān jiāng
神安气集	shén ān qì jí
神安气定	shén ān qì dìng
